id,longitude,latitude,precision,funding,donor,status,type_of_assistance,amp_sector
273,35.346577,-14.392955,3,500000.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
274,35.573667,-14.945831,3,500000.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
275,33.68407,-14.019624,3,500000.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
276,33.630587,-12.344646,1,678936.66,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
277,34,-13.5,4,678936.66,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
278,34,-11,4,678936.66,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
279,33.4166667,-13,3,678936.66,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
280,33.607776,-11.854277,3,678936.66,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
281,33.68407,-14.019624,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
282,33.0799839,-13.762298,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
283,33.823778,-13.600977,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
284,34.082977,-12.804172,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
285,33.907981,-13.295737,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
286,33.4166667,-13,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
287,34.401842,-13.719594,3,157930.00,UNIDO,Ongoing,Grant,Agriculture
288,34.401842,-13.719594,3,1676060.00,UNIDO,Closed,Grant,Agriculture
289,34.02070999,-11.46555674,1,745520.92,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
290,33.528512,-9.666667,1,745520.92,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
291,33.309486,-12.839041,1,745520.92,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
292,33.805243,-10.802922,3,745520.92,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
293,33.6,-11.9,2,745520.92,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
294,34.05322,-11.65304,3,745520.92,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
295,33.783333,-13.983333,1,3038276.21,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
296,35.666667,-15.666667,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
297,33.079984,-13.762298,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
298,33.416667,-13,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
299,34.082977,-12.804172,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
300,34.75,-14.75,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
301,33.607776,-11.854277,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
302,35.499904,-15.934395,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
303,35.346577,-14.392955,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
304,35.573667,-14.945831,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
305,33.68407,-14.019624,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
306,35.150601,-16.105828,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
307,35.059102,-15.048394,3,1822943.05,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
308,33.666667,-14.233333,1,509294.63,Irish Aid,Ongoing,Grant,Agriculture
309,34.266667,-13.683333,1,509294.63,Irish Aid,Ongoing,Grant,Agriculture
310,33.933333,-9.933333,1,509294.63,Irish Aid,Ongoing,Grant,Agriculture
311,34,-13.366667,1,509294.63,Irish Aid,Ongoing,Grant,Agriculture
312,33.4166667,-13,3,5510275.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
313,33.607776,-11.854277,3,5510275.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
314,33.907981,-13.295737,3,454382.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
315,33.823778,-13.600977,3,454382.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
316,35.418291,-15.430074,3,800800.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
317,35.166667,-16.75,3,800800.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
318,35.346577,-14.392955,3,800800.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
319,34.75,-16.1666667,3,800800.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
320,34.75,-14.75,3,335001.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
321,33.079984,-13.762298,3,335001.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
322,35.346577,-14.392955,3,335001.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
323,35.573667,-14.945831,3,335001.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
324,33.68407,-14.019624,3,335001.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
325,35.418291,-15.430074,3,500000.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
326,35.666667,-15.666667,3,500000.00,Food and Agriculture Organization (FAO),Ongoing,Grant,Agriculture
327,35.346577,-14.392955,3,1946718.00,Icelandic International Development Agency (ICEIDA),Closed,Grant,Agriculture
328,34.816667,-14.35,1,1946718.00,Icelandic International Development Agency (ICEIDA),Closed,Grant,Agriculture
329,33.67338,-14.02156,1,2444663.14,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
330,33.77725,-14.18031,1,2444663.14,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
331,33.4166667,-13,3,2444663.14,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
332,35,-15.5,4,1011903.00,US Agency for International Development,Ongoing,Grant,Agriculture
333,35.418291,-15.430074,3,1011903.00,US Agency for International Development,Ongoing,Grant,Agriculture
334,35.573667,-14.945831,3,1011903.00,US Agency for International Development,Ongoing,Grant,Agriculture
335,33.607776,-11.854277,3,890106.32,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
336,34.75,-14.75,3,,World Bank,Ongoing,Grant,Agriculture
337,35.059102,-15.048394,3,,World Bank,Ongoing,Grant,Agriculture
338,35.346577,-14.392955,3,,World Bank,Ongoing,Grant,Agriculture
339,33.607776,-11.854277,3,890106.32,Flemish International Cooperation Agency (FICA),Closed,Grant,Agriculture
340,33.7833333,-13.9833333,1,890106.32,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
341,35.573667,-14.945831,3,,World Bank,Ongoing,Grant,Agriculture
342,33.4166667,-13,3,890106.32,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
343,33.67338,-14.02156,1,890106.32,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
344,33.607776,-11.854277,3,890106.32,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
345,35.215762,-15.752677,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
346,35.059102,-15.048394,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
347,35.150601,-16.105828,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
348,34.401842,-13.719594,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
349,33.68407,-14.019624,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
350,34.082977,-12.804172,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
351,33.823778,-13.600977,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
352,33.60778,-11.85428,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
353,33.805243,-10.802922,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
354,33.88151,-10.11153,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
355,33.425412,-9.927265,3,19504912.35,European Union (EU),Ongoing,Grant,Agriculture
356,33.77725,-14.18031,1,890106.32,Flemish International Cooperation Agency (FICA),Ongoing,Grant,Agriculture
357,34.939562,-15.647316,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
358,34.18559,-14.262731,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
359,33.68407,-14.019624,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
360,34.053218,-11.65304,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
361,33.805243,-10.802922,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
362,34.401842,-13.719594,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
363,35.418291,-15.430074,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
364,33.425412,-9.927265,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
365,34.082977,-12.804172,3,7963166.74,International Fund for Agricultural Development (IFAD),Ongoing,Loan,Agriculture
366,33.60778,-11.85428,3,104928.47,Japan,Ongoing,Grant,Agriculture
367,34.02071,-11.465557,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
368,33.483333,-13.033333,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
369,33.783333,-13.983333,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
370,35.266667,-14.466667,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
371,35.318801,-15.385957,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
372,35.013868,-15.786823,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
373,33.666667,-14.233333,1,9792017.55,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Agriculture
374,33.48221,-11.0113,5,7000000.00,US Agency for International Development,Ongoing,Grant,Agriculture
375,33.0799839,-13.762298,3,100000.00,UNDP,Closed,Grant,Agriculture
376,34.18559,-14.262731,3,3000000.00,US Agency for International Development,Ongoing,Grant,Agriculture
377,33.823778,-13.600977,3,3000000.00,US Agency for International Development,Ongoing,Grant,Agriculture
378,33.907981,-13.295737,3,7503725.99,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Agriculture
379,34.082977,-12.804172,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
380,34.18559,-14.262731,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
381,34.053218,-11.65304,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
382,33.881507,-10.111532,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
383,34.75,-14.75,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
384,35.418291,-15.430074,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
385,35.013868,-15.786823,1,385669.90,Irish Aid,Ongoing,Grant,Democratic Governance
386,33.68407,-14.019624,3,367115.00,UNHCR,Ongoing,Grant,Democratic Governance
387,33.783333,-13.983333,1,1935046.93,UK Department for International Development (DfID),Ongoing,Grant,Democratic Governance
388,33.416667,-13,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
389,33.823778,-13.600977,3,367115.00,UNHCR,Ongoing,Grant,Democratic Governance
390,35.06018,-15.80901,1,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
391,35.013868,-15.786823,1,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
392,35.499904,-15.934395,3,1469874.92,German Agency for International Cooperation (GIZ),Closed,Grant,Democratic Governance
393,33.805243,-10.802922,3,1469874.92,German Agency for International Cooperation (GIZ),Closed,Grant,Democratic Governance
394,35.418291,-15.430074,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
395,34.401842,-13.719594,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
396,33.805243,-10.802922,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
397,33.907981,-13.295737,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
398,35.166667,-16.75,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
399,34.082977,-12.804172,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
400,34.053218,-11.65304,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
401,33.783333,-13.983333,1,,UK Department for International Development (DfID),Ongoing,Grant,Democratic Governance
402,35.346577,-14.392955,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
403,34.401842,-13.719594,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
404,35.499904,-15.934395,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
405,33.079984,-13.762298,3,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
406,33.7833333,-13.9833333,1,35567750.22,European Union (EU),Ongoing,Grant,Democratic Governance
407,33.783333,-13.983333,1,517498.35,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
408,34.18559,-14.262731,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
409,35.013868,-15.786823,1,3449988.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
410,34.02071,-11.465557,1,3449988.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
411,34.974014,-15.679053,1,3449988.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
412,33.781,-13.789378,1,3449988.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
413,34,-11,4,3449988.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
414,35,-15.5,4,3449988.97,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
415,33.783333,-13.983333,1,799604.68,Norwegian Agency for Development Cooperation (NORAD),Ongoing,Grant,Democratic Governance
416,33.68407,-14.019624,3,776247.52,Norwegian Agency for Development Cooperation (NORAD),Planned,Grant,Democratic Governance
417,35.150601,-16.105828,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
418,35.013868,-15.786823,1,6234276.25,European Union (EU),Ongoing,Grant,Democratic Governance
419,35.215762,-15.752677,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
420,33.783333,-13.983333,1,6234276.25,European Union (EU),Ongoing,Grant,Democratic Governance
421,34.02071,-11.465557,1,6234276.25,European Union (EU),Ongoing,Grant,Democratic Governance
422,35.499904,-15.934395,3,3002389.91,German Agency for International Cooperation (GIZ),Closed,Grant,Democratic Governance
423,33.805243,-10.802922,3,3002389.91,German Agency for International Cooperation (GIZ),Closed,Grant,Democratic Governance
424,34.75,-16.166667,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
425,34.700342,-15.450508,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
426,35.666667,-15.666667,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
427,34.75,-16.166667,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
428,34.18559,-14.262731,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
429,33.881507,-10.111532,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
430,35.573667,-14.945831,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
431,35.346577,-14.392955,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
432,33.079984,-13.762298,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
433,35.499904,-15.934395,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
434,34.516816,-15.633374,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
435,33.607776,-11.854277,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
436,34.75,-14.75,3,2224292.00,UNDP,Ongoing,Grant,Democratic Governance
437,33.7833333,-13.9833333,1,34942000.00,UNHCR,Closed,Grant,Democratic Governance
438,33.7833333,-13.9833333,1,65005363.00,UNHCR,Closed,Grant,Democratic Governance
439,33.607776,-11.854277,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
440,34.053218,-11.65304,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
441,33.079984,-13.762298,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
442,33.783333,-13.983333,1,385669.90,Irish Aid,Ongoing,Grant,Democratic Governance
443,35.346577,-14.392955,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
444,34.95,-15.883333,1,1365700.44,European Union (EU),Ongoing,Grant,Democratic Governance
445,34.700342,-15.450508,3,367115.00,UNHCR,Ongoing,Grant,Democratic Governance
446,35.166667,-16.75,3,250000.00,UNDP,Ongoing,Grant,Democratic Governance
447,34.02071,-11.465557,1,46490.49,Norwegian Agency for Development Cooperation (NORAD),Closed,Grant,Economic Governance
